policyholder_id,age,policy_age_group,gender,marital_status,employment_status,region,monthly_income_usd,dependents_count,plan_type,payment_frequency,acquisition_channel,tenure_months,monthly_premium_usd,billing_amount_usd,premium_to_income_ratio,payment_delay_days_avg,missed_payments_last_12m,late_payments_last_12m,customer_service_calls_last_6m,complaints_last_12m,policy_changes_last_12m,claims_last_24m,mobile_app_usage_score,sms_engagement_rate,retention_offer_received,churn_probability_proxy,churn
PH100146,26,26-35,Female,Married,Formally Employed,Matabeleland South,653.4,5,Family,Monthly,Website,55,24.56,24.56,0.0376,0,0,3,1,0,0,0,51,0.255,0,0.041,0
PH100147,25,18-25,Male,Married,Self Employed,Matabeleland North,87.79,0,Family,Monthly,Agent,50,25.1,25.1,0.2859,0,0,0,0,1,0,1,44,0.716,0,0.043,0
PH100148,47,46-60,Male,Single,Self Employed,Manicaland,370.39,1,Family,Monthly,Website,25,25.21,25.21,0.0681,8,0,4,1,3,0,0,57,0.573,0,0.162,0
PH100149,45,36-45,Female,Married,Informal Trader,Matabeleland North,384.43,2,Standard,Monthly,Mobile App,27,9.47,9.47,0.0246,3,1,0,1,0,0,0,39,0.153,0,0.072,0
PH100150,44,36-45,Female,Married,Farmer,Bulawayo,506.17,2,Premium,Annual,Branch,27,17.09,170.9,0.0338,6,1,0,2,0,0,1,56,0.79,1,0.019,0
PH100151,45,36-45,Male,Married,Informal Trader,Manicaland,379.4,0,Standard,Monthly,Agent,23,10.72,10.72,0.0283,6,0,3,3,0,0,1,72,0.429,0,0.048,0
PH100152,33,26-35,Male,Married,Farmer,Mashonaland West,185.76,3,Basic,Quarterly,Referral,61,7.06,19.77,0.038,11,0,6,4,1,1,0,94,0.499,0,0.052,0
PH100153,44,36-45,Female,Married,Self Employed,Matabeleland North,628.24,1,Basic,Monthly,Branch,37,7.2,7.2,0.0115,25,3,3,0,0,1,0,67,0.614,0,0.06,0
PH100154,45,36-45,Female,Divorced,Formally Employed,Harare,372.39,2,Basic,Monthly,Branch,39,6.43,6.43,0.0173,24,1,5,0,0,0,1,96,0.828,0,0.07,0
PH100155,32,26-35,Male,Married,Formally Employed,Mashonaland East,246.33,1,Basic,Monthly,Referral,50,6.2,6.2,0.0252,0,2,3,4,1,0,0,37,0.893,0,0.079,0
PH100156,63,60+,Male,Married,Self Employed,Harare,498.97,4,Premium,Monthly,Branch,47,22.11,22.11,0.0443,0,1,2,1,1,1,0,87,0.552,0,0.028,0
PH100157,47,46-60,Male,Married,Self Employed,Harare,133.14,4,Family,Monthly,Branch,21,30.58,30.58,0.2297,0,2,0,2,0,0,0,53,0.467,1,0.052,0
PH100158,27,26-35,Female,Married,Formally Employed,Mashonaland West,342.82,3,Family,Quarterly,Website,83,24.19,67.73,0.0706,0,1,2,0,1,0,0,6,0.555,0,0.049,0
PH100159,49,46-60,Male,Married,Self Employed,Masvingo,632.75,2,Basic,Quarterly,Agent,39,9.34,26.15,0.0148,0,3,4,3,0,0,0,4,0.546,0,0.087,0
PH100160,29,26-35,Male,Single,Self Employed,Harare,501.1,2,Basic,Monthly,Mobile App,36,7.32,7.32,0.0146,24,5,6,1,2,0,0,56,0.812,0,0.243,0
PH100161,50,46-60,Male,Married,Formally Employed,Masvingo,294.49,0,Premium,Quarterly,Agent,32,21.36,59.81,0.0725,17,2,0,1,0,1,1,19,0.514,0,0.061,0
PH100162,55,46-60,Male,Single,Self Employed,Mashonaland West,403.86,3,Standard,Monthly,Mobile App,25,12.5,12.5,0.031,2,0,4,0,0,0,0,54,0.547,0,0.077,0
PH100163,31,26-35,Female,Divorced,Farmer,Mashonaland East,210.49,2,Family,Monthly,Branch,16,22.64,22.64,0.1076,6,2,2,4,0,1,0,59,0.419,0,0.156,0
PH100164,53,46-60,Male,Married,Self Employed,Mashonaland West,534.25,2,Premium,Quarterly,Agent,37,19.41,54.35,0.0363,0,0,4,2,1,0,0,56,0.933,0,0.015,0
PH100165,46,46-60,Male,Widowed,Informal Trader,Matabeleland North,295.6,6,Standard,Quarterly,Agent,55,12.29,34.41,0.0416,0,0,0,3,0,0,0,41,0.768,0,0.044,0
PH100166,51,46-60,Female,Married,Informal Trader,Matabeleland South,268.57,1,Basic,Monthly,Branch,54,8.63,8.63,0.0321,17,1,3,3,2,1,0,100,0.417,0,0.167,0
PH100167,64,60+,Male,Married,Self Employed,Bulawayo,373.79,4,Basic,Monthly,Mobile App,35,10.95,10.95,0.0293,12,3,3,0,2,2,1,62,0.576,0,0.157,0
PH100168,38,36-45,Male,Married,Formally Employed,Masvingo,252.03,4,Basic,Monthly,Branch,96,6.13,6.13,0.0243,0,2,4,2,1,1,0,72,0.903,1,0.026,0
PH100169,32,26-35,Female,Widowed,Self Employed,Manicaland,614.63,1,Standard,Monthly,Website,63,10.42,10.42,0.017,26,2,4,1,0,0,0,76,0.414,0,0.106,0
PH100170,30,26-35,Female,Widowed,Informal Trader,Bulawayo,300.26,0,Family,Annual,Agent,21,25.66,256.6,0.0855,23,4,3,3,0,0,0,19,0.262,0,0.349,0
PH100171,31,26-35,Female,Single,Self Employed,Harare,324.16,1,Basic,Monthly,Website,26,5.0,5.0,0.0154,0,0,2,2,0,0,0,75,0.346,0,0.056,0
PH100172,40,36-45,Female,Married,Formally Employed,Mashonaland East,403.95,1,Basic,Annual,Agent,29,6.18,61.8,0.0153,0,3,5,2,1,0,0,73,0.43,0,0.167,0
PH100173,45,36-45,Female,Married,Formally Employed,Matabeleland North,431.62,5,Standard,Annual,Agent,20,10.43,104.3,0.0242,12,1,1,2,1,1,0,43,0.425,0,0.099,0
PH100174,44,36-45,Male,Single,Farmer,Manicaland,137.77,3,Basic,Monthly,Agent,32,9.43,9.43,0.0684,33,2,4,2,1,0,1,66,0.491,0,0.208,1
PH100175,51,46-60,Female,Married,Self Employed,Mashonaland West,283.48,2,Family,Monthly,Referral,13,24.46,24.46,0.0863,0,0,0,2,0,0,0,66,0.637,0,0.014,0
PH100176,41,36-45,Female,Widowed,Informal Trader,Mashonaland West,367.98,2,Basic,Quarterly,Branch,56,5.58,15.62,0.0152,16,1,4,4,1,0,1,73,0.753,0,0.09,0
PH100177,58,46-60,Female,Married,Self Employed,Mashonaland West,113.99,2,Family,Monthly,Agent,45,28.98,28.98,0.2542,3,2,0,0,1,1,0,87,0.72,0,0.087,0
PH100178,38,36-45,Female,Married,Farmer,Matabeleland South,405.84,1,Family,Monthly,Branch,36,26.66,26.66,0.0657,16,1,4,2,1,2,0,69,0.473,1,0.115,0
PH100179,74,60+,Male,Married,Informal Trader,Matabeleland North,250.46,4,Family,Monthly,Branch,25,29.41,29.41,0.1174,0,0,0,2,0,0,1,39,0.4,0,0.111,0
PH100180,49,46-60,Female,Married,Self Employed,Matabeleland North,245.45,3,Basic,Monthly,Website,33,9.39,9.39,0.0383,0,1,2,1,0,1,0,44,0.687,0,0.054,0
PH100181,31,26-35,Female,Single,Farmer,Harare,185.41,3,Basic,Monthly,Branch,26,5.0,5.0,0.027,11,1,3,3,1,0,0,52,0.629,0,0.072,0
PH100182,28,26-35,Female,Married,Informal Trader,Harare,300.52,2,Premium,Monthly,Branch,155,17.17,17.17,0.0571,11,2,4,1,1,0,1,37,0.356,0,0.101,0
PH100183,47,46-60,Male,Widowed,Formally Employed,Bulawayo,363.4,2,Premium,Quarterly,Referral,18,19.01,53.23,0.0523,0,2,3,1,0,0,0,32,0.598,0,0.095,1
PH100184,38,36-45,Male,Married,Formally Employed,Matabeleland North,568.71,0,Premium,Annual,Referral,20,18.38,183.8,0.0323,0,1,4,0,0,0,0,55,0.532,0,0.038,0
PH100185,50,46-60,Male,Single,Unemployed,Harare,56.26,1,Standard,Monthly,Agent,22,13.42,13.42,0.2385,1,1,6,0,0,0,0,19,0.387,0,0.253,1
PH100186,47,46-60,Female,Single,Unemployed,Mashonaland East,72.15,3,Basic,Monthly,Mobile App,25,7.69,7.69,0.1066,15,4,7,0,1,2,0,40,0.801,0,0.347,0
PH100187,40,36-45,Male,Single,Informal Trader,Matabeleland South,279.32,4,Family,Monthly,Agent,105,26.0,26.0,0.0931,6,0,3,1,0,1,0,59,0.729,0,0.012,0
PH100188,31,26-35,Male,Married,Informal Trader,Bulawayo,175.59,3,Basic,Monthly,Mobile App,28,7.31,7.31,0.0416,12,3,3,1,0,0,0,78,0.597,1,0.049,0
PH100189,23,18-25,Female,Married,Informal Trader,Manicaland,485.1,3,Basic,Monthly,Branch,18,5.05,5.05,0.0104,23,2,4,1,2,1,0,54,0.802,0,0.318,0
PH100190,36,36-45,Male,Single,Self Employed,Masvingo,520.99,4,Basic,Quarterly,Agent,47,5.0,14.0,0.0096,6,0,2,1,0,0,0,24,0.608,1,0.036,0
PH100191,51,46-60,Female,Widowed,Informal Trader,Manicaland,311.46,1,Premium,Monthly,Referral,13,19.34,19.34,0.0621,15,3,4,2,1,1,0,53,0.437,0,0.144,0
PH100192,44,36-45,Male,Married,Formally Employed,Mashonaland East,470.06,2,Basic,Quarterly,Agent,24,6.15,17.22,0.0131,19,1,2,2,1,1,1,41,0.44,0,0.181,0
PH100193,26,26-35,Female,Married,Farmer,Matabeleland South,185.32,0,Standard,Quarterly,Branch,13,11.98,33.54,0.0646,5,2,3,0,1,1,0,56,0.594,0,0.104,0
PH100194,43,36-45,Female,Divorced,Unemployed,Matabeleland South,104.64,3,Standard,Monthly,Website,19,11.94,11.94,0.1141,3,0,0,1,0,0,0,77,0.288,0,0.112,1
PH100195,46,46-60,Female,Single,Informal Trader,Mashonaland West,149.8,1,Basic,Quarterly,Agent,3,8.53,23.88,0.0569,16,0,4,5,0,0,0,53,0.315,0,0.079,0
PH100196,30,26-35,Female,Divorced,Self Employed,Midlands,416.04,6,Premium,Monthly,Agent,54,16.69,16.69,0.0401,13,3,2,1,1,0,1,59,0.588,0,0.055,0
PH100197,43,36-45,Male,Single,Formally Employed,Matabeleland South,225.74,1,Basic,Quarterly,Agent,60,7.43,20.8,0.0329,21,0,3,0,0,0,0,73,0.767,1,0.028,0
PH100198,42,36-45,Male,Married,Self Employed,Matabeleland North,627.92,0,Basic,Monthly,Website,32,6.59,6.59,0.0105,13,0,4,3,0,0,3,78,0.373,0,0.063,0
PH100199,27,26-35,Male,Widowed,Informal Trader,Midlands,257.32,3,Standard,Monthly,Website,30,11.06,11.06,0.043,5,3,0,1,1,0,0,40,0.696,0,0.056,0
PH100200,45,36-45,Female,Divorced,Informal Trader,Matabeleland North,414.37,0,Standard,Quarterly,Agent,29,9.92,27.78,0.0239,10,4,2,1,1,1,0,66,0.669,1,0.167,0
PH100201,48,46-60,Female,Married,Self Employed,Mashonaland West,531.85,3,Basic,Monthly,Agent,37,9.29,9.29,0.0175,2,3,0,2,1,1,0,53,0.351,1,0.081,0
PH100202,54,46-60,Male,Married,Informal Trader,Mashonaland West,241.68,0,Family,Quarterly,Branch,46,27.22,76.22,0.1126,0,0,4,2,1,1,0,44,0.921,0,0.076,0
PH100203,54,46-60,Female,Married,Unemployed,Mashonaland West,146.76,1,Family,Monthly,Mobile App,71,28.57,28.57,0.1947,17,2,0,1,0,0,0,4,0.647,0,0.142,0
PH100204,24,18-25,Male,Widowed,Formally Employed,Harare,373.29,2,Standard,Quarterly,Branch,37,10.24,28.67,0.0274,0,0,1,2,1,1,0,88,0.814,0,0.019,0
PH100205,30,26-35,Female,Single,Self Employed,Masvingo,363.64,0,Standard,Monthly,Branch,26,11.12,11.12,0.0306,12,1,4,0,0,0,0,100,0.704,1,0.043,0
PH100206,47,46-60,Female,Widowed,Unemployed,Mashonaland West,73.43,1,Basic,Quarterly,Agent,64,8.25,23.1,0.1124,8,0,5,1,1,0,0,39,0.501,0,0.023,0
PH100207,47,46-60,Male,Married,Informal Trader,Matabeleland North,449.88,0,Family,Monthly,Branch,12,27.17,27.17,0.0604,11,3,5,2,0,0,1,67,0.952,0,0.07,0
PH100208,47,46-60,Female,Married,Informal Trader,Matabeleland North,272.57,1,Standard,Monthly,Agent,90,15.36,15.36,0.0564,0,1,3,3,0,0,0,45,0.781,0,0.057,0
PH100209,85,60+,Male,Married,Informal Trader,Bulawayo,351.55,2,Basic,Monthly,Agent,33,10.06,10.06,0.0286,0,0,0,2,0,0,0,74,0.807,0,0.028,0
PH100210,48,46-60,Female,Married,Farmer,Masvingo,176.21,2,Family,Biannual,Agent,44,27.37,147.8,0.1553,8,2,3,3,1,2,0,56,0.709,0,0.12,0
PH100211,55,46-60,Female,Divorced,Formally Employed,Masvingo,734.0,0,Standard,Monthly,Branch,56,13.48,13.48,0.0184,9,1,0,0,0,0,0,90,0.918,0,0.051,0
PH100212,52,46-60,Male,Married,Self Employed,Manicaland,256.82,2,Standard,Annual,Agent,58,13.36,133.6,0.052,11,1,2,2,0,1,0,62,0.888,1,0.018,0
PH100213,49,46-60,Male,Divorced,Formally Employed,Harare,429.31,1,Basic,Monthly,Branch,70,8.09,8.09,0.0188,1,3,0,4,1,1,2,6,0.696,1,0.094,0
PH100214,37,36-45,Male,Single,Formally Employed,Midlands,365.21,1,Basic,Quarterly,Branch,24,6.23,17.44,0.0171,0,1,1,1,0,1,1,0,0.93,0,0.063,0
PH100215,50,46-60,Female,Married,Self Employed,Mashonaland West,426.74,1,Family,Monthly,Website,27,27.34,27.34,0.0641,16,0,3,1,0,1,0,49,0.571,0,0.117,0
PH100216,32,26-35,Female,Widowed,Formally Employed,Mashonaland West,325.64,2,Premium,Quarterly,Branch,30,17.62,49.34,0.0541,28,2,3,0,1,0,1,0,0.596,0,0.201,0
PH100217,38,36-45,Male,Married,Farmer,Matabeleland North,279.06,1,Basic,Quarterly,Agent,39,6.05,16.94,0.0217,14,1,6,0,0,0,0,58,0.292,0,0.055,0
PH100218,35,26-35,Female,Married,Farmer,Mashonaland West,246.32,2,Standard,Monthly,Referral,33,12.2,12.2,0.0495,19,2,2,1,0,0,1,58,0.821,0,0.028,0
PH100219,42,36-45,Female,Married,Self Employed,Mashonaland West,352.95,1,Standard,Monthly,Agent,51,12.83,12.83,0.0364,0,0,2,0,2,0,0,31,0.642,0,0.097,0
PH100220,69,60+,Male,Widowed,Informal Trader,Harare,122.14,2,Basic,Monthly,Agent,28,8.84,8.84,0.0724,17,2,1,1,0,0,0,69,0.772,1,0.069,0
PH100221,19,18-25,Male,Widowed,Informal Trader,Bulawayo,240.3,2,Standard,Monthly,Referral,16,12.04,12.04,0.0501,2,1,2,2,0,0,0,61,0.625,0,0.085,0
PH100222,49,46-60,Female,Single,Unemployed,Mashonaland West,113.68,5,Standard,Monthly,Branch,9,13.01,13.01,0.1144,5,2,0,1,2,0,0,60,0.492,0,0.16,0
PH100223,22,18-25,Female,Widowed,Informal Trader,Midlands,357.57,0,Basic,Monthly,Mobile App,78,5.84,5.84,0.0163,23,2,6,1,0,0,0,80,0.606,0,0.146,0
PH100224,35,26-35,Male,Married,Formally Employed,Manicaland,397.9,2,Basic,Monthly,Agent,8,6.93,6.93,0.0174,3,1,2,1,1,0,0,63,0.719,1,0.059,0
PH100225,54,46-60,Male,Single,Unemployed,Harare,61.24,2,Basic,Monthly,Agent,35,6.43,6.43,0.105,15,2,2,1,0,0,0,31,0.137,1,0.333,0
PH100226,42,36-45,Male,Widowed,Informal Trader,Bulawayo,45.0,3,Standard,Quarterly,Agent,41,11.25,31.5,0.25,4,3,3,2,3,0,0,47,0.713,0,0.253,0
PH100227,28,26-35,Female,Married,Self Employed,Manicaland,575.36,3,Standard,Monthly,Agent,32,11.75,11.75,0.0204,0,0,2,1,0,0,0,38,0.713,0,0.038,0
PH100228,32,26-35,Male,Widowed,Farmer,Matabeleland South,202.15,0,Basic,Monthly,Agent,113,6.32,6.32,0.0313,17,1,5,3,0,1,0,0,0.775,0,0.102,0
PH100229,49,46-60,Male,Single,Farmer,Matabeleland North,252.88,1,Standard,Quarterly,Agent,85,12.62,35.34,0.0499,9,2,4,0,0,1,0,79,0.571,0,0.019,1
PH100230,32,26-35,Female,Single,Informal Trader,Mashonaland East,188.14,1,Standard,Monthly,Agent,12,10.38,10.38,0.0552,10,1,2,1,0,1,0,84,0.667,0,0.045,0
PH100231,44,36-45,Female,Married,Informal Trader,Matabeleland North,178.13,1,Premium,Monthly,Branch,40,17.66,17.66,0.0991,11,0,3,1,0,0,1,67,0.531,0,0.061,0
PH100232,42,36-45,Male,Single,Farmer,Matabeleland South,210.43,2,Basic,Monthly,Referral,27,5.0,5.0,0.0238,24,0,2,1,0,0,0,38,0.523,0,0.108,0
PH100233,33,26-35,Male,Married,Self Employed,Manicaland,237.97,1,Standard,Biannual,Mobile App,24,11.56,62.42,0.0486,8,2,4,4,2,0,0,37,0.542,1,0.157,0
PH100234,67,60+,Female,Single,Self Employed,Masvingo,317.51,5,Standard,Monthly,Mobile App,12,12.01,12.01,0.0378,0,2,2,1,0,0,0,65,0.798,1,0.016,0
PH100235,49,46-60,Male,Married,Formally Employed,Matabeleland North,578.6,4,Premium,Monthly,Agent,32,19.08,19.08,0.033,24,1,5,0,0,0,0,43,0.285,1,0.186,0
PH100236,18,18-25,Male,Single,Farmer,Midlands,290.18,2,Premium,Monthly,Agent,47,19.02,19.02,0.0655,11,4,2,3,0,2,0,80,0.647,0,0.119,0
PH100237,43,36-45,Female,Married,Informal Trader,Matabeleland South,189.68,0,Basic,Monthly,Agent,7,5.93,5.93,0.0313,0,1,0,1,0,1,0,100,0.752,1,0.025,1
PH100238,33,26-35,Male,Married,Formally Employed,Midlands,408.73,2,Family,Quarterly,Agent,30,25.78,72.18,0.0631,18,1,2,1,0,1,1,48,0.624,0,0.108,0
PH100239,51,46-60,Female,Single,Farmer,Harare,45.0,2,Family,Quarterly,Mobile App,5,26.47,74.12,0.5882,0,0,0,1,3,0,0,94,0.795,0,0.284,0
PH100240,31,26-35,Female,Married,Informal Trader,Matabeleland South,49.57,2,Standard,Quarterly,Referral,75,11.07,31.0,0.2233,0,0,1,2,0,0,0,80,0.876,1,0.013,0
PH100241,40,36-45,Male,Divorced,Unemployed,Mashonaland West,89.13,2,Family,Monthly,Website,56,25.14,25.14,0.2821,20,2,6,0,0,0,0,47,0.659,0,0.165,0
PH100242,47,46-60,Male,Married,Formally Employed,Masvingo,457.88,2,Standard,Biannual,Agent,46,15.42,83.27,0.0337,21,2,2,4,1,1,0,40,0.807,0,0.066,0
PH100243,51,46-60,Female,Widowed,Self Employed,Bulawayo,163.96,0,Basic,Monthly,Website,45,6.04,6.04,0.0368,21,2,7,3,1,1,1,67,0.732,0,0.055,0
PH100244,27,26-35,Female,Single,Informal Trader,Bulawayo,334.46,0,Premium,Monthly,Agent,64,19.07,19.07,0.057,3,1,0,0,2,1,0,53,0.666,0,0.088,0
PH100245,37,36-45,Female,Single,Informal Trader,Mashonaland East,352.15,0,Family,Monthly,Agent,29,23.23,23.23,0.066,4,2,0,0,1,1,0,60,0.541,1,0.029,0
PH100246,35,26-35,Female,Widowed,Informal Trader,Mashonaland East,148.83,1,Basic,Quarterly,Branch,26,5.0,14.0,0.0336,3,0,0,0,2,0,0,94,0.154,0,0.099,0
PH100247,33,26-35,Male,Married,Unemployed,Mashonaland West,66.77,1,Standard,Annual,Branch,71,12.29,122.9,0.1841,0,1,3,4,1,0,0,38,0.949,0,0.059,0
PH100248,62,60+,Female,Married,Self Employed,Midlands,449.95,3,Family,Monthly,Mobile App,38,29.66,29.66,0.0659,4,0,2,3,0,0,1,36,0.64,1,0.025,0
PH100249,46,46-60,Male,Married,Unemployed,Harare,220.15,2,Family,Biannual,Agent,62,26.73,144.34,0.1214,5,1,3,3,1,1,2,61,0.432,0,0.092,0
PH100250,26,26-35,Female,Married,Formally Employed,Mashonaland East,374.84,0,Basic,Quarterly,Agent,40,9.17,25.68,0.0245,0,0,4,0,0,0,0,49,0.601,0,0.046,0
PH100251,52,46-60,Male,Single,Formally Employed,Matabeleland South,618.56,3,Basic,Monthly,Agent,29,8.69,8.69,0.014,24,3,2,5,1,0,0,59,0.558,0,0.188,0
PH100252,66,60+,Male,Married,Formally Employed,Matabeleland North,445.23,4,Basic,Quarterly,Agent,17,10.92,30.58,0.0245,0,0,3,0,0,0,0,56,0.716,0,0.021,0
PH100253,53,46-60,Female,Married,Self Employed,Manicaland,390.4,5,Standard,Monthly,Referral,44,14.0,14.0,0.0359,25,1,2,2,0,1,1,32,0.601,0,0.137,0
PH100254,23,18-25,Male,Married,Self Employed,Masvingo,348.07,2,Family,Biannual,Referral,11,28.63,154.6,0.0823,18,2,2,2,0,0,1,39,0.656,0,0.177,0
PH100255,35,26-35,Male,Widowed,Unemployed,Matabeleland South,176.18,3,Standard,Quarterly,Referral,40,11.57,32.4,0.0657,10,1,4,1,1,0,0,50,0.31,0,0.136,0
PH100256,56,46-60,Male,Married,Informal Trader,Matabeleland North,487.81,0,Family,Monthly,Agent,15,28.48,28.48,0.0584,0,1,3,2,1,1,0,46,0.522,0,0.056,0
PH100257,33,26-35,Female,Married,Self Employed,Midlands,525.34,4,Premium,Biannual,Agent,68,20.15,108.81,0.0384,16,1,3,2,1,0,0,51,0.795,0,0.08,0
PH100258,46,46-60,Female,Widowed,Informal Trader,Midlands,108.45,1,Standard,Monthly,Referral,124,11.42,11.42,0.1053,30,1,5,2,0,0,0,59,0.521,1,0.036,0
PH100259,50,46-60,Male,Married,Formally Employed,Harare,404.24,4,Basic,Biannual,Referral,36,7.53,40.66,0.0186,1,0,1,1,0,0,0,52,0.24,0,0.038,0
PH100260,30,26-35,Male,Married,Formally Employed,Mashonaland West,99.52,2,Basic,Monthly,Agent,67,6.97,6.97,0.07,13,0,8,3,0,0,0,31,0.868,0,0.114,0
PH100261,40,36-45,Male,Single,Informal Trader,Midlands,496.64,2,Basic,Quarterly,Mobile App,53,5.87,16.44,0.0118,4,3,2,5,1,0,0,51,0.878,0,0.065,0
PH100262,18,18-25,Female,Single,Informal Trader,Bulawayo,292.24,2,Basic,Monthly,Agent,14,6.36,6.36,0.0218,0,0,2,0,0,0,0,86,0.678,0,0.037,0
PH100263,29,26-35,Female,Married,Unemployed,Masvingo,71.85,0,Basic,Quarterly,Referral,25,8.5,23.8,0.1183,9,2,1,1,1,0,0,100,0.397,0,0.201,1
PH100264,38,36-45,Female,Married,Self Employed,Bulawayo,424.6,5,Basic,Monthly,Agent,33,7.99,7.99,0.0188,5,4,2,1,0,0,0,88,0.659,0,0.08,0
PH100265,26,26-35,Female,Widowed,Informal Trader,Manicaland,476.25,1,Standard,Biannual,Referral,38,9.23,49.84,0.0194,0,0,2,1,1,1,0,17,0.712,0,0.113,0
PH100266,61,60+,Male,Divorced,Informal Trader,Harare,149.66,0,Standard,Monthly,Agent,33,14.22,14.22,0.095,19,1,3,0,1,1,0,28,0.427,0,0.248,1
PH100267,24,18-25,Female,Widowed,Farmer,Manicaland,162.97,5,Basic,Monthly,Branch,44,7.97,7.97,0.0489,0,3,1,5,1,0,0,21,0.487,0,0.195,0
PH100268,36,36-45,Female,Married,Formally Employed,Midlands,238.77,2,Premium,Monthly,Agent,89,19.75,19.75,0.0827,1,1,3,1,0,0,0,85,0.509,1,0.005,0
PH100269,43,36-45,Male,Married,Informal Trader,Mashonaland West,318.06,1,Standard,Quarterly,Branch,13,10.12,28.34,0.0318,15,3,2,1,0,0,0,84,0.355,0,0.147,0
PH100270,58,46-60,Male,Married,Informal Trader,Mashonaland East,233.26,5,Premium,Monthly,Branch,32,20.58,20.58,0.0882,0,0,3,2,0,0,1,63,0.662,0,0.02,0
PH100271,24,18-25,Female,Single,Farmer,Matabeleland North,45.0,0,Premium,Monthly,Mobile App,101,15.72,15.72,0.3493,16,1,2,1,0,0,1,100,0.655,0,0.034,0
PH100272,55,46-60,Female,Single,Formally Employed,Matabeleland North,510.75,4,Premium,Biannual,Agent,33,21.09,113.89,0.0413,10,0,2,1,0,0,0,47,0.815,0,0.04,0
PH100273,41,36-45,Male,Married,Informal Trader,Harare,363.95,1,Family,Biannual,Mobile App,20,25.64,138.46,0.0704,11,2,4,1,2,0,0,59,0.592,0,0.236,0
PH100274,29,26-35,Female,Divorced,Self Employed,Matabeleland South,289.44,1,Basic,Monthly,Agent,47,5.77,5.77,0.0199,22,2,5,1,1,1,0,62,0.647,0,0.141,0
PH100275,47,46-60,Female,Single,Informal Trader,Matabeleland South,244.55,1,Basic,Monthly,Agent,25,7.71,7.71,0.0315,3,0,5,1,0,0,0,23,0.287,0,0.141,0
PH100276,43,36-45,Male,Single,Formally Employed,Bulawayo,413.66,1,Basic,Monthly,Branch,70,6.66,6.66,0.0161,0,1,0,1,1,2,0,27,0.444,0,0.056,0
PH100277,34,26-35,Male,Divorced,Formally Employed,Bulawayo,573.74,4,Standard,Biannual,Agent,53,12.49,67.45,0.0218,0,2,2,3,3,1,0,51,0.448,1,0.082,0
PH100278,42,36-45,Male,Single,Informal Trader,Matabeleland North,51.26,3,Standard,Biannual,Referral,6,11.52,62.21,0.2247,0,2,3,2,0,0,0,13,0.44,1,0.232,1
PH100279,36,36-45,Female,Married,Self Employed,Masvingo,268.35,4,Standard,Biannual,Website,22,12.87,69.5,0.048,6,2,5,1,1,0,0,38,0.767,0,0.12,0
PH100280,42,36-45,Male,Married,Formally Employed,Manicaland,394.9,0,Basic,Quarterly,Mobile App,66,7.48,20.94,0.0189,2,3,4,1,0,0,0,85,0.772,1,0.035,0
PH100281,49,46-60,Male,Single,Self Employed,Bulawayo,511.02,0,Standard,Monthly,Agent,30,14.45,14.45,0.0283,11,3,3,0,1,0,0,48,0.384,1,0.231,0
PH100282,60,46-60,Female,Divorced,Formally Employed,Mashonaland West,450.4,0,Standard,Monthly,Agent,34,14.98,14.98,0.0333,0,0,3,2,1,1,0,87,0.442,0,0.017,0
PH100283,26,26-35,Female,Single,Farmer,Matabeleland North,89.08,1,Basic,Monthly,Referral,72,5.21,5.21,0.0585,3,1,0,1,0,0,1,73,0.786,0,0.027,0
PH100284,67,60+,Male,Married,Informal Trader,Masvingo,180.9,2,Standard,Monthly,Agent,71,15.77,15.77,0.0872,15,2,8,3,2,0,0,67,0.589,1,0.13,0
PH100285,18,18-25,Male,Single,Unemployed,Manicaland,195.59,2,Family,Annual,Website,26,24.07,240.7,0.1231,18,1,4,2,1,1,0,96,0.801,1,0.101,0
PH100286,39,36-45,Female,Single,Self Employed,Matabeleland South,155.07,1,Premium,Monthly,Agent,25,17.17,17.17,0.1107,25,1,4,3,0,0,0,50,0.708,0,0.118,0
PH100287,48,46-60,Female,Single,Farmer,Matabeleland North,322.76,2,Basic,Annual,Agent,20,7.37,73.7,0.0228,2,2,3,0,2,0,0,51,0.802,1,0.062,0
PH100288,44,36-45,Female,Single,Self Employed,Masvingo,539.09,3,Family,Biannual,Mobile App,70,23.91,129.11,0.0444,0,0,2,0,2,0,0,45,0.867,0,0.061,0
PH100289,34,26-35,Male,Single,Informal Trader,Harare,396.27,3,Basic,Biannual,Referral,65,6.02,32.51,0.0152,17,1,7,2,0,1,0,48,0.508,0,0.098,0
PH100290,39,36-45,Female,Married,Self Employed,Bulawayo,566.98,2,Standard,Monthly,Agent,10,11.5,11.5,0.0203,9,3,6,1,0,0,2,7,0.629,1,0.197,0
PH100291,35,26-35,Female,Married,Informal Trader,Mashonaland East,413.51,0,Basic,Monthly,Agent,63,6.36,6.36,0.0154,2,0,1,1,0,1,0,45,0.152,0,0.104,0
PH100292,34,26-35,Female,Married,Informal Trader,Bulawayo,45.0,3,Family,Monthly,Mobile App,26,25.07,25.07,0.5571,0,1,2,2,0,0,0,100,0.789,0,0.041,1
PH100293,51,46-60,Female,Married,Formally Employed,Manicaland,685.61,1,Basic,Monthly,Agent,70,7.83,7.83,0.0114,0,2,2,3,0,0,0,43,0.563,0,0.065,0
